Date, Prices, Generation forecast, System load forecast,
2011/2/1 8:00,76.3,78454,86900,23.756
2011/2/1 9:00,70.59,78584,86600,24.44
2011/2/1 10:00,68.58,78333,86600,25.25
2011/2/1 11:00,67,79339,85800,26.6
2011/2/1 12:00,66,79149,85700,28.112
2011/2/1 13:00,61.73,79100,85200,29.39
2011/2/1 14:00,61.01,78504,82400,30.398
2011/2/1 15:00,60.05,77264,80100,31.586
2011/2/1 16:00,60.36,76579,78700,31.856
2011/2/1 17:00,65.55,76514,79000,31.226
2011/2/1 18:00,79.33,79692,82800,30.812
2011/2/1 19:00,68.82,79121,87400,30.794
2011/2/1 20:00,60.81,76964,84200,31.226
2011/2/1 21:00,53.17,74700,79800,31.424
2011/2/1 22:00,56.2,74214,76100,31.856
2011/2/1 23:00,51.8,73987,79200,32.126
2011/2/2 0:00,47.16,72023,76900,32.342
2011/2/2 1:00,49,72332,73100,32.558
2011/2/2 2:00,48.61,71841,75900,32.81
2011/2/2 3:00,45.74,69318,73100,32.882
2011/2/2 4:00,44.61,69050,70700,33.44
2011/2/2 5:00,47.93,70448,71000,33.386
2011/2/2 6:00,56.35,73038,74600,33.17
2011/2/2 7:00,63.74,76232,80100,33.494
2011/2/2 8:00,63.09,77148,84300,33.602
2011/2/2 9:00,64.17,77910,85500,34.07
2011/2/2 10:00,63.47,78181,85700,35.06
2011/2/2 11:00,65.73,77656,85100,36.302
2011/2/2 12:00,63.28,76909,85200,37.67
2011/2/2 13:00,62.3,75863,84900,38.462
2011/2/2 14:00,59.44,74841,82500,39.092
2011/2/2 15:00,59.41,73097,79900,39.704
2011/2/2 16:00,60.68,73203,78200,39.704
2011/2/2 17:00,62.28,74942,77700,38.588
2011/2/2 18:00,77.2,78698,81300,37.202
2011/2/2 19:00,67.54,78617,86100,36.086
2011/2/2 20:00,66.19,75440,82100,36.392
2011/2/2 21:00,53.2,71602,77900,37.31
2011/2/2 22:00,58.91,70958,74400,37.976
2011/2/2 23:00,53.51,70653,77300,37.76
2011/2/3 0:00,51.18,68930,76800,37.868
2011/2/3 1:00,53.02,69375,72800,38.03
2011/2/3 2:00,49.42,68521,74000,38.444
2011/2/3 3:00,43.69,66451,71300,38.66
2011/2/3 4:00,38.95,65781,68800,38.75
2011/2/3 5:00,47.54,67242,68900,38.966
2011/2/3 6:00,51.86,68832,72300,39.128
2011/2/3 7:00,63.33,74262,80400,39.344
2011/2/3 8:00,65.41,75869,85000,39.83
2011/2/3 9:00,64.99,76254,84500,40.19
2011/2/3 10:00,65.19,75981,84400,40.352
2011/2/3 11:00,64.49,75448,84000,40.712
2011/2/3 12:00,63.68,74719,84200,41.54
2011/2/3 13:00,62.28,73975,83800,42.944
2011/2/3 14:00,59.5,72931,81600,44.492
2011/2/3 15:00,58.07,71400,79200,45.302
2011/2/3 16:00,58.36,71796,77700,44.852
2011/2/3 17:00,62.35,73405,77400,44.438
2011/2/3 18:00,69.8,77898,81200,42.116
2011/2/3 19:00,65.29,78548,86100,41.234
2011/2/3 20:00,57.49,73634,82000,40.406
2011/2/3 21:00,50.73,69969,77600,40.424
2011/2/3 22:00,53.03,68827,74100,40.424
2011/2/3 23:00,48.74,67927,77200,40.514
2011/2/4 0:00,52.5,67692,73800,40.406
2011/2/4 1:00,50.65,66944,70000,40.244
2011/2/4 2:00,47.2,66684,71600,41.198
2011/2/4 3:00,42,65438,68500,42.188
2011/2/4 4:00,37.56,64955,66200,44.168
2011/2/4 5:00,45.24,65497,66300,44.636
2011/2/4 6:00,50.37,67694,69700,44.78
2011/2/4 7:00,60.47,72035,77300,44.888
2011/2/4 8:00,66.13,73648,82100,45.392
2011/2/4 9:00,66.75,74145,81700,45.104
2011/2/4 10:00,66.49,73388,81700,45.212
2011/2/4 11:00,65.5,72704,81000,46.58
2011/2/4 12:00,63.02,72386,80700,47.606
2011/2/4 13:00,61.27,71762,80500,47.984
2011/2/4 14:00,55.46,71004,77600,48.398
2011/2/4 15:00,50.53,69281,75100,48.308
2011/2/4 16:00,50.49,69165,73100,48.524
2011/2/4 17:00,55.56,69940,72600,49.136
2011/2/4 18:00,68.82,73345,76300,49.802
2011/2/4 19:00,64.21,73576,80600,50.09
2011/2/4 20:00,61.55,71299,76600,49.46
2011/2/4 21:00,51.18,67483,72800,49.496
2011/2/4 22:00,55.35,67190,69900,49.838
2011/2/4 23:00,54.24,65669,73400,50.45
2011/2/5 0:00,74.93,64590,71900,50.738
2011/2/5 1:00,76.07,62976,66700,49.946
2011/2/5 2:00,55.05,61875,67100,49.55
2011/2/5 3:00,47.73,59980,63300,49.46
2011/2/5 4:00,35,59089,60900,49.928
2011/2/5 5:00,45.01,59577,59700,50.342
2011/2/5 6:00,44.28,60202,60500,49.712
2011/2/5 7:00,43,61427,62900,49.154
2011/2/5 8:00,48.7,62461,65500,49.028
2011/2/5 9:00,64.93,64600,67500,48.992
2011/2/5 10:00,63.07,64907,69700,49.46
2011/2/5 11:00,55.03,64465,69200,49.928
2011/2/5 12:00,56.01,64877,69700,50.018
2011/2/5 13:00,74,63779,70900,50.09
2011/2/5 14:00,74,62107,66700,50.378
2011/2/5 15:00,49.7,61253,64200,50.576
2011/2/5 16:00,49.7,60777,62200,50.342
2011/2/5 17:00,55.05,61720,61800,50.306
2011/2/5 18:00,83.04,65488,65600,50.18
2011/2/5 19:00,57.55,66858,70300,50.63
2011/2/5 20:00,53.2,64909,68100,51.26
2011/2/5 21:00,45.8,63282,65200,51.314
2011/2/5 22:00,74,64017,63100,50.558
2011/2/5 23:00,74,64733,67700,50.918
2011/2/6 0:00,45,61646,65800,51.026
2011/2/6 1:00,41.52,60442,62000,50.486
2011/2/6 2:00,26.93,60146,62300,50.162
2011/2/6 3:00,19.15,59465,58500,49.982
2011/2/6 4:00,19.14,57938,56000,49.586
2011/2/6 5:00,19.12,57125,54700,49.262
2011/2/6 6:00,15.58,57691,54700,48.794
2011/2/6 7:00,15.97,59318,55400,48.848
2011/2/6 8:00,21.58,59666,56200,48.848
2011/2/6 9:00,41.52,59999,58200,48.956
2011/2/6 10:00,46.68,61909,61000,48.956
2011/2/6 11:00,48.78,62922,62400,49.388
2011/2/6 12:00,47.7,62630,63500,49.55
2011/2/6 13:00,41.09,61331,65300,49.658
2011/2/6 14:00,23.78,60279,60000,49.622
2011/2/6 15:00,20.19,58482,57400,49.334
2011/2/6 16:00,23.11,57698,55500,48.794
2011/2/6 17:00,43.3,60315,55600,48.056
2011/2/6 18:00,58.05,65038,60200,47.48
2011/2/6 19:00,59.73,67763,66800,47.156
2011/2/6 20:00,53.55,65751,67300,47.066
2011/2/6 21:00,44.96,63230,64500,47.102
2011/2/6 22:00,45,62597,62000,47.048
2011/2/6 23:00,44.17,63558,65800,46.976
2011/2/7 0:00,50.83,61931,63700,46.868
2011/2/7 1:00,48.05,61384,60500,46.598
2011/2/7 2:00,42.5,61461,61900,46.004
2011/2/7 3:00,24.01,60448,58900,45.518
2011/2/7 4:00,25.12,60070,57100,45.086
2011/2/7 5:00,44.12,61464,57900,44.528
2011/2/7 6:00,56.33,64767,62000,43.79
2011/2/7 7:00,66.03,70862,70200,43.574
2011/2/7 8:00,65.6,72960,74800,43.61
2011/2/7 9:00,64.12,73026,74800,44.114
2011/2/7 10:00,63.98,72244,74500,45.788
2011/2/7 11:00,61.68,71687,73600,47.066
2011/2/7 12:00,61.17,70589,73600,49.172
2011/2/7 13:00,55.37,69134,73600,51.602
2011/2/7 14:00,49.47,67264,70700,51.332
2011/2/7 15:00,45.89,66880,68500,51.278
2011/2/7 16:00,46.32,66716,67100,50.594
2011/2/7 17:00,52.55,67909,67000,50.36
2011/2/7 18:00,64.71,71356,70900,50.792
2011/2/7 19:00,64.24,73585,77300,51.458
2011/2/7 20:00,57,69501,74900,51.008
2011/2/7 21:00,46.12,65658,69800,49.46
2011/2/7 22:00,51.15,65521,65900,48.956
2011/2/7 23:00,50.83,65396,69400,48.614
2011/2/8 0:00,52.54,62945,67100,47.876
2011/2/8 1:00,52.89,61790,63500,47.138
2011/2/8 2:00,45.33,61945,64700,46.508
2011/2/8 3:00,34.94,61161,61800,45.716
2011/2/8 4:00,40.01,61129,59900,44.708
2011/2/8 5:00,46.15,61821,60300,43.232
2011/2/8 6:00,51.46,65138,64000,41.198
2011/2/8 7:00,61.19,70356,71800,39.704
2011/2/8 8:00,61.22,71441,76300,38.012
2011/2/8 9:00,63.19,71872,75900,41
2011/2/8 10:00,65.26,71693,75500,43.592
2011/2/8 11:00,63.65,71142,75000,45.428
2011/2/8 12:00,62.99,69965,75500,47.948
2011/2/8 13:00,60.41,68573,75400,49.136
2011/2/8 14:00,54.86,67234,72800,49.262
2011/2/8 15:00,51.94,66018,70600,49.208
2011/2/8 16:00,57.15,66246,69300,48.56
2011/2/8 17:00,62.96,68137,69100,45.212
2011/2/8 18:00,69.78,73028,72400,40.91
2011/2/8 19:00,67.94,75132,78900,39.128
2011/2/8 20:00,60.21,71174,76200,38.066
2011/2/8 21:00,52.06,68367,71300,36.95
2011/2/8 22:00,53.77,67714,67300,35.636
2011/2/8 23:00,48.26,66681,70500,34.916
2011/2/9 0:00,43.92,64829,68600,34.664
2011/2/9 1:00,43.35,64905,64800,35.312
2011/2/9 2:00,40.94,64675,65900,36.068
2011/2/9 3:00,39.5,63707,62900,35.888
2011/2/9 4:00,39.48,63137,61200,34.106
2011/2/9 5:00,44.29,64660,61600,36.32
2011/2/9 6:00,50.09,66006,65400,36.536
2011/2/9 7:00,64.4,73175,72100,35.222
2011/2/9 8:00,67.11,74652,76600,34.88
2011/2/9 9:00,66.04,74746,77500,36.428
2011/2/9 10:00,65.87,73543,77300,40.118
2011/2/9 11:00,65,73202,76500,44.672
2011/2/9 12:00,63.29,72985,76700,48.398
2011/2/9 13:00,62.41,71737,76400,49.82
2011/2/9 14:00,59.05,70506,73600,51.17
2011/2/9 15:00,53.83,68484,71000,51.188
2011/2/9 16:00,53.62,68154,69400,50
2011/2/9 17:00,63.28,71097,69000,47.822
2011/2/9 18:00,70.29,74660,72300,45.716
2011/2/9 19:00,66.58,75958,79500,43.376
2011/2/9 20:00,59.77,71850,76900,42.764
2011/2/9 21:00,49.16,67918,72200,42.836
2011/2/9 22:00,49.84,67156,68200,42.062
2011/2/9 23:00,46.5,67115,71500,41.63
2011/2/10 0:00,45.63,65507,67900,41.324
2011/2/10 1:00,44.58,64912,63700,42.602
2011/2/10 2:00,42.98,65159,64900,42.062
2011/2/10 3:00,39.94,63889,62000,41.774
2011/2/10 4:00,39.99,63651,60100,41.342
2011/2/10 5:00,44.89,63923,60500,41.144
2011/2/10 6:00,53.2,66399,64300,41.108
2011/2/10 7:00,63.95,72328,72300,41.378
2011/2/10 8:00,65.91,73642,76700,41.594
2011/2/10 9:00,63.18,72874,76100,42.17
2011/2/10 10:00,62.92,72026,75400,44.222
2011/2/10 11:00,61.94,71879,74700,46.832
2011/2/10 12:00,58.6,70485,74800,48.218
2011/2/10 13:00,56.28,69891,74100,48.632
2011/2/10 14:00,53.52,68852,71700,48.344
2011/2/10 15:00,50.54,67858,68900,46.814
2011/2/10 16:00,50.08,68038,67700,47.48
2011/2/10 17:00,59.02,69577,67100,47.858
2011/2/10 18:00,66.15,72286,70300,48.308
2011/2/10 19:00,65.09,73468,77400,48.452
2011/2/10 20:00,58.59,69259,74400,48.938
2011/2/10 21:00,50.8,66688,69600,50.306
2011/2/10 22:00,51.27,66595,65700,50.936
2011/2/10 23:00,48.09,65624,68600,51.17
2011/2/11 0:00,44.95,64446,66500,51.458
2011/2/11 1:00,43.26,62890,62700,51.224
2011/2/11 2:00,41.11,62640,63600,51.206
2011/2/11 3:00,37.02,62046,60500,51.08
2011/2/11 4:00,39.06,62198,58700,50.666
2011/2/11 5:00,44.2,62684,59200,50.252
2011/2/11 6:00,50.29,64176,63200,49.982
2011/2/11 7:00,61.02,69304,71000,49.91
2011/2/11 8:00,64.07,71343,75500,50.036
2011/2/11 9:00,63.4,72031,74900,50.432
2011/2/11 10:00,63.29,71177,74000,50.468
2011/2/11 11:00,62.12,70026,73000,50.414
2011/2/11 12:00,60.9,68591,72300,50.684
2011/2/11 13:00,57.99,67361,71900,50.702
2011/2/11 14:00,51.62,65933,68700,50.864
2011/2/11 15:00,49.82,64690,66200,51.728
2011/2/11 16:00,48.58,64218,64700,52.538
2011/2/11 17:00,53.7,65694,64100,52.61
2011/2/11 18:00,65.77,68965,67300,51.98
2011/2/11 19:00,64.38,70450,74000,51.134
2011/2/11 20:00,57.72,67741,71100,50.306
2011/2/11 21:00,50.5,65746,67300,49.586
2011/2/11 22:00,53.03,65020,64300,49.478
2011/2/11 23:00,51.86,64256,67500,50.666
2011/2/12 0:00,46.15,62272,65600,50.18
2011/2/12 1:00,46.26,61591,61000,50.792
2011/2/12 2:00,44.41,61433,61500,50.612
2011/2/12 3:00,38,61328,58300,50.702
2011/2/12 4:00,39.97,61215,56300,50.882
2011/2/12 5:00,40.96,61447,55600,50.054
2011/2/12 6:00,44.3,61482,57200,49.388
2011/2/12 7:00,46.95,62340,59500,48.884
2011/2/12 8:00,51.11,64095,62000,49.136
2011/2/12 9:00,56.83,66675,64300,50.36
2011/2/12 10:00,58.81,67289,66100,53.132
2011/2/12 11:00,58.04,66378,65400,54.302
2011/2/12 12:00,58.03,66417,65300,53.834
2011/2/12 13:00,53.11,64510,66500,52.502
2011/2/12 14:00,47.2,62990,62400,50.036
2011/2/12 15:00,44.05,62415,59900,49.244
2011/2/12 16:00,46.07,62435,58300,48.956
2011/2/12 17:00,49.94,63765,57700,48.668
2011/2/12 18:00,64.07,68008,61000,48.416
2011/2/12 19:00,61.87,68302,67600,47.786
2011/2/12 20:00,52.5,65938,66000,46.544
2011/2/12 21:00,46.05,63370,63100,45.716
2011/2/12 22:00,48.19,63181,61100,43.988
2011/2/12 23:00,46,63983,65000,42.566
2011/2/13 0:00,45.59,61531,64000,41.36
2011/2/13 1:00,45.94,60328,60000,40.694
2011/2/13 2:00,38.07,60300,60300,40.208
2011/2/13 3:00,35.07,59208,57000,39.326
2011/2/13 4:00,28.69,59206,54500,38.552
2011/2/13 5:00,23.36,59287,53400,38.012
2011/2/13 6:00,20.36,58965,53600,37.202
2011/2/13 7:00,21.54,59450,54400,38.228
2011/2/13 8:00,34.82,60637,55000,38.822
2011/2/13 9:00,44.75,61007,57500,39.578
2011/2/13 10:00,47.65,63034,60100,41.936
2011/2/13 11:00,51.51,64342,61400,43.97
2011/2/13 12:00,54.68,63839,62300,45.428
2011/2/13 13:00,47.07,62992,64400,46.256
2011/2/13 14:00,44.05,61229,59300,46.634
2011/2/13 15:00,39.14,60662,56400,46.076
2011/2/13 16:00,37.92,60823,54600,45.752
2011/2/13 17:00,44.56,61246,54400,45.824
2011/2/13 18:00,58.05,66091,58100,45.41
2011/2/13 19:00,60.2,68370,65900,45.14
2011/2/13 20:00,52.92,65032,66200,44.798
2011/2/13 21:00,47.18,62238,63300,44.942
2011/2/13 22:00,47.23,61478,61300,44.528
2011/2/13 23:00,45.52,60681,64400,44.006
2011/2/14 0:00,40.5,59691,61200,44.258
2011/2/14 1:00,40.36,59173,58200,43.772
2011/2/14 2:00,32.01,59823,59000,43.592
2011/2/14 3:00,20.33,59508,56100,43.664
2011/2/14 4:00,17.26,58877,54300,43.682
2011/2/14 5:00,25.06,60221,55200,43.088
2011/2/14 6:00,43.39,62262,59300,43.034
2011/2/14 7:00,59.46,66811,67500,43.214
2011/2/14 8:00,62.43,69167,71900,42.908
2011/2/14 9:00,63.35,69944,72400,42.638
2011/2/14 10:00,62.44,70003,72300,43.124
2011/2/14 11:00,64.85,70244,72100,44.348
2011/2/14 12:00,61.91,69674,72500,45.32
2011/2/14 13:00,60.49,69592,73100,45.806
2011/2/14 14:00,57.2,68603,70700,46.112
2011/2/14 15:00,53.02,66872,68100,45.932
2011/2/14 16:00,51.07,67668,66500,45.734
2011/2/14 17:00,58.95,69346,66200,45.32
2011/2/14 18:00,69.22,72366,68800,44.492
2011/2/14 19:00,68.37,74486,76200,43.556
2011/2/14 20:00,61.28,70201,73500,43.034
2011/2/14 21:00,49.08,66490,69000,42.152
2011/2/14 22:00,49.22,65591,65800,41.594
2011/2/14 23:00,48.11,65514,68700,41.342
2011/2/15 0:00,47.12,64547,67200,41.054
2011/2/15 1:00,45.04,63465,63600,40.028
2011/2/15 2:00,41.04,63075,64300,39.416
2011/2/15 3:00,39.96,62225,61500,39.344
2011/2/15 4:00,39.89,62566,59500,39.218
2011/2/15 5:00,45.02,63782,60100,38.696
2011/2/15 6:00,50.68,64716,63900,38.552
2011/2/15 7:00,64.6,68922,71800,38.588
2011/2/15 8:00,66.27,70112,75900,39.56
2011/2/15 9:00,65.67,71099,75700,40.46
2011/2/15 10:00,65.67,70752,75500,42.782
2011/2/15 11:00,65.65,71112,75100,43.808
2011/2/15 12:00,64.7,71017,75200,45.176
2011/2/15 13:00,63.27,70300,75100,46.184
2011/2/15 14:00,59.45,69269,72700,46.976
2011/2/15 15:00,55.1,67627,70100,46.13
2011/2/15 16:00,53.19,67130,68600,43.358
2011/2/15 17:00,61.17,69076,68100,42.602
2011/2/15 18:00,69.16,71727,70500,42.944
2011/2/15 19:00,67.61,72758,77900,43.556
2011/2/15 20:00,62.41,68604,75100,43.898
2011/2/15 21:00,47.93,66466,70600,44.114
2011/2/15 22:00,50.53,66259,67200,43.916
2011/2/15 23:00,46.31,65238,70100,44.15
2011/2/16 0:00,44.85,65079,67100,44.312
2011/2/16 1:00,44.07,64052,63100,44.33
2011/2/16 2:00,41.61,64316,63700,42.962
2011/2/16 3:00,38.83,63964,60700,41.738
2011/2/16 4:00,39.31,64172,58800,40.64
2011/2/16 5:00,45,65119,59300,39.29
2011/2/16 6:00,46.51,66451,62900,38.534
2011/2/16 7:00,61.19,69461,69800,38.408
2011/2/16 8:00,64.77,71159,73700,39.326
2011/2/16 9:00,65.61,71332,75000,41.72
2011/2/16 10:00,65.05,72036,74900,43.556
2011/2/16 11:00,64.5,72011,74200,45.14
2011/2/16 12:00,62.01,71193,74400,45.968
2011/2/16 13:00,61.19,70552,74400,48.344
2011/2/16 14:00,57.06,68831,71900,49.262
2011/2/16 15:00,53.02,67637,69100,50.936
2011/2/16 16:00,52.27,67136,67500,50.468
2011/2/16 17:00,58.97,68374,66800,47.894
2011/2/16 18:00,69.97,71791,69400,44.618
2011/2/16 19:00,67.21,73991,77000,42.89
2011/2/16 20:00,57.82,69894,73900,42.566
2011/2/16 21:00,48.63,65629,69500,41.81
2011/2/16 22:00,50.83,65185,66400,41.072
2011/2/16 23:00,47.43,65078,69400,39.722
2011/2/17 0:00,44.79,64592,66000,38.696
2011/2/17 1:00,45.06,63469,61800,38.21
2011/2/17 2:00,43.67,63783,64200,37.562
2011/2/17 3:00,42.32,62993,61500,37.112
2011/2/17 4:00,41,62924,59400,37.022
2011/2/17 5:00,44.91,63849,59500,36.482
2011/2/17 6:00,51.93,65410,63500,35.996
2011/2/17 7:00,64,69262,70500,34.322
2011/2/17 8:00,65,70499,74200,34.142
2011/2/17 9:00,65.64,70594,74400,37.328
2011/2/17 10:00,65.1,70810,74400,40.028
2011/2/17 11:00,65.2,71163,74000,42.584
2011/2/17 12:00,65.4,70745,74100,41.072
2011/2/17 13:00,63.92,70080,74000,44.024
2011/2/17 14:00,60.39,68382,71600,47.228
2011/2/17 15:00,53.2,67425,68700,48.974
2011/2/17 16:00,52.43,66968,67400,49.676
2011/2/17 17:00,61.04,68314,66600,48.416
2011/2/17 18:00,74.94,71918,69700,46.436
2011/2/17 19:00,68.99,74298,77100,44.474
2011/2/17 20:00,64.44,70658,74400,43.196
2011/2/17 21:00,52.77,66587,70100,40.874
2011/2/17 22:00,53.15,65503,66800,38.984
2011/2/17 23:00,48.66,65601,70000,37.346
2011/2/18 0:00,47.98,64619,66800,35.762
2011/2/18 1:00,48.12,63943,62800,34.196
2011/2/18 2:00,46.62,64076,65200,33.926
2011/2/18 3:00,44.94,63815,62300,33.62
2011/2/18 4:00,45.04,63650,60400,33.458
2011/2/18 5:00,47.37,63865,60800,34.16
2011/2/18 6:00,53.02,65517,64600,34.142
2011/2/18 7:00,65.87,69946,71900,34.178
2011/2/18 8:00,68.45,72314,75500,34.502
2011/2/18 9:00,68.91,72825,75700,34.898
2011/2/18 10:00,66.09,72652,75900,35.222
2011/2/18 11:00,66.01,72235,75600,35.492
2011/2/18 12:00,65.93,71755,75700,35.87
2011/2/18 13:00,63.21,70432,75700,36.194
2011/2/18 14:00,61.03,69302,72700,36.32
2011/2/18 15:00,54.36,67263,69800,36.482
2011/2/18 16:00,52.5,66545,67600,36.572
2011/2/18 17:00,62.07,68541,67000,36.734
2011/2/18 18:00,68.41,71343,69300,36.752
2011/2/18 19:00,66.7,72522,76200,36.932
2011/2/18 20:00,60.04,68692,73900,36.932
2011/2/18 21:00,50.31,65584,70400,36.662
2011/2/18 22:00,54.58,65328,67400,36.518
2011/2/18 23:00,50.48,65028,70700,36.572
2011/2/19 0:00,52.81,64620,67100,36.284
2011/2/19 1:00,51.14,62640,62300,36.158
2011/2/19 2:00,48.47,61800,64500,35.672
2011/2/19 3:00,44.46,61032,61000,35.924
2011/2/19 4:00,43.89,61103,58500,35.672
2011/2/19 5:00,43.47,61208,57700,34.034
2011/2/19 6:00,43.08,61569,58900,33.746
2011/2/19 7:00,43.81,62317,61200,33.926
2011/2/19 8:00,47.47,64074,62600,34.538
2011/2/19 9:00,54.78,66684,65300,36.752
2011/2/19 10:00,56,67888,67400,38.048
2011/2/19 11:00,56.02,68379,67200,39.704
2011/2/19 12:00,54.44,67957,67600,40.568
2011/2/19 13:00,49.62,65938,68600,41.486
2011/2/19 14:00,47.1,64561,64400,42.17
2011/2/19 15:00,45.05,64059,61700,42.404
2011/2/19 16:00,45.34,64305,59700,41.918
2011/2/19 17:00,49.55,65352,59200,40.856
2011/2/19 18:00,63.06,68493,61300,40.964
2011/2/19 19:00,61.02,68869,68600,40.838
2011/2/19 20:00,51.21,65366,66700,39.92
2011/2/19 21:00,46.5,63005,63900,39.506
2011/2/19 22:00,52.04,63392,62100,39.254
2011/2/19 23:00,50.87,63442,66200,38.84
2011/2/20 0:00,47.83,61073,65200,38.642
2011/2/20 1:00,44.83,59773,61000,38.39
2011/2/20 2:00,42.23,59946,61600,38.192
2011/2/20 3:00,38.97,59282,58200,38.174
2011/2/20 4:00,36.72,58868,55500,37.94
2011/2/20 5:00,38.26,58762,54300,37.832
2011/2/20 6:00,31.53,58825,54300,37.616
2011/2/20 7:00,31.02,59374,55400,37.274
2011/2/20 8:00,39.41,59622,55200,37.058
2011/2/20 9:00,43.73,60751,58000,37.202
2011/2/20 10:00,46.06,61643,60700,36.86
2011/2/20 11:00,49.94,62623,62200,36.752
2011/2/20 12:00,50.84,62523,63200,36.662
2011/2/20 13:00,45.11,61595,64800,36.95
2011/2/20 14:00,43.07,60825,59800,37.508
2011/2/20 15:00,41.7,61104,57300,37.886
2011/2/20 16:00,41.22,61165,55100,37.994
2011/2/20 17:00,47.87,62151,55200,37.868
2011/2/20 18:00,60.92,65826,57600,37.994
2011/2/20 19:00,63.93,67727,65900,37.562
2011/2/20 20:00,61.07,65537,66200,37.184
2011/2/20 21:00,54.9,64203,64000,36.734
2011/2/20 22:00,60.03,64397,62200,36.05
2011/2/20 23:00,52.81,63778,65600,35.618
2011/2/21 0:00,47.44,60491,63400,35.114
2011/2/21 1:00,45.13,59559,60200,34.574
2011/2/21 2:00,43.09,60216,61400,33.962
2011/2/21 3:00,40.22,60127,58500,32.954
2011/2/21 4:00,42.44,60604,56600,32.9
2011/2/21 5:00,46.85,61077,57500,33.242
2011/2/21 6:00,64.87,64304,61500,33.764
2011/2/21 7:00,69.05,67813,68100,33.836
2011/2/21 8:00,66.95,70028,71500,33.476
2011/2/21 9:00,66.88,70292,72500,33.494
2011/2/21 10:00,66.36,70019,72900,33.386
2011/2/21 11:00,66,70418,72500,34.25
2011/2/21 12:00,65.69,70116,73100,34.97
2011/2/21 13:00,64.01,69699,73500,35.726
2011/2/21 14:00,62.27,68853,71100,36.248
2011/2/21 15:00,59,68990,68900,36.32
2011/2/21 16:00,58.9,68340,66800,35.87
2011/2/21 17:00,62.97,70247,66500,35.528
2011/2/21 18:00,71.59,72176,68100,35.312
2011/2/21 19:00,69.48,73890,75600,34.97
2011/2/21 20:00,64.78,69827,72900,34.394
2011/2/21 21:00,54.94,66116,68700,33.512
2011/2/21 22:00,59.03,65605,65600,32.288
2011/2/21 23:00,50.99,65204,68800,30.308
2011/2/22 0:00,44.93,64060,64500,29.084
2011/2/22 1:00,45.29,62769,60900,28.544
2011/2/22 2:00,44.94,62355,63600,27.788
2011/2/22 3:00,43.01,62687,60700,27.14
2011/2/22 4:00,43.17,63601,58400,26.438
2011/2/22 5:00,44.76,63844,58700,25.718
2011/2/22 6:00,48.08,64364,62700,25.232
2011/2/22 7:00,64.15,68281,68800,24.854
2011/2/22 8:00,66.99,70277,71600,25.124
2011/2/22 9:00,68.08,71510,72400,26.474
2011/2/22 10:00,67.82,72336,73100,30.704
2011/2/22 11:00,67.96,71622,73300,34.304
2011/2/22 12:00,66.91,70327,74100,37.238
2011/2/22 13:00,66.71,69316,74200,38.462
2011/2/22 14:00,63.19,68728,71700,38.984
2011/2/22 15:00,60.7,67463,69700,39.2
2011/2/22 16:00,58.2,67804,68200,38.534
2011/2/22 17:00,65.06,68849,67600,36.932
2011/2/22 18:00,76.23,72011,69000,34.124
2011/2/22 19:00,73.85,73733,76400,32.846
2011/2/22 20:00,66.93,70516,73800,32.09
2011/2/22 21:00,58.81,66436,69800,30.362
2011/2/22 22:00,55.8,65162,66500,30.344
2011/2/22 23:00,49,64643,69600,31.73
2011/2/23 0:00,48.88,64237,67100,32.468
2011/2/23 1:00,49.1,63882,62900,31.712
2011/2/23 2:00,47.01,64233,65600,31.406
2011/2/23 3:00,45.82,63993,62600,31.082
2011/2/23 4:00,44.95,64117,60500,30.866
2011/2/23 5:00,47.19,64908,61000,30.596
2011/2/23 6:00,56,66296,64600,30.686
2011/2/23 7:00,66.62,70514,69900,30.794
2011/2/23 8:00,69.53,71941,72000,31.208
2011/2/23 9:00,69.56,71878,74000,31.964
2011/2/23 10:00,68.36,71461,74500,33.008
2011/2/23 11:00,68,71659,74200,34.718
2011/2/23 12:00,66.94,70259,74700,36.032
2011/2/23 13:00,66.26,70225,74400,36.518
2011/2/23 14:00,65.01,69420,71800,36.86
2011/2/23 15:00,60.85,68121,69500,36.5
2011/2/23 16:00,57.95,67880,67900,34.826
2011/2/23 17:00,62.24,68952,67000,34.25
2011/2/23 18:00,74.97,72369,68200,34.322
